,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,Other_Sales,Global_Sales
368,7278,Wreckless: ThE YaKuza MisSiOns,PS2,2002.0,Racing,Activision,0.11,0.08,0.03,0.22
369,1913,Ready 2 Rumble Boxing,PS,1998.0,Sports,Midway Games,0.6,0.41,0.07,1.08
370,10993,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.0,0.09
371,11643,NHL Hitz 20-03,GC,2002.0,Sports,Midway Games,0.06,0.02,0.0,0.08
372,10165,Space Chimps,X360,2008.0,Platform,Brash Entertainment,0.1,0.0,0.01,0.11
373,2569,ABBA: You Can Dance,Wii,2011.0,Misc,Ubisoft,0.19,0.5,0.11,0.8
374,3976,Bleach: Soul Resurreccion,PS3,2011.0,Fighting,Nippon Ichi Software,0.27,0.11,0.05,0.5
375,9327,Queen's Gate: Spiral Chaos,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,0.14
376,9441,Soccer Tsuku DS: World Challenge 2010,DS,2010.0,Sports,Sega,0.0,0.0,0.0,0.13
377,6020,Ford Mustang: The Legend Lives,PS2,2005.0,Racing,Take-Two Interactive,0.14,0.11,0.04,0.29
378,12283,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003.0,Action,Capcom,0.05,0.02,0.0,0.06
379,5177,Kamaitachi no Yoru 2,PS2,2002.0,Adventure,ChunSoft,0.0,0.0,0.0,0.36
380,10025,Final Fantasy III,PSP,2012.0,Role-Playing,Square Enix,0.0,0.0,0.0,0.11
381,475,World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,0.45,2.99
382,2706,Final Fantasy II,NES,1988.0,Role-Playing,SquareSoft,0.0,0.0,0.0,0.76
383,2983,NCAA Football 2005,XB,2004.0,Sports,Electronic Arts,0.63,0.02,0.03,0.68
384,1273,Banjo-Tooie,N64,2000.0,Platform,Nintendo,0.82,0.36,0.06,1.49
385,15464,AIR,PSP,2007.0,Adventure,Prototype,0.0,0.0,0.0,0.02
386,12677,MLB Power Pros 2008,DS,2008.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.06
387,7767,Dinotopia: The Timestone Pirates,GBA,2002.0,Action,TDK Core,0.14,0.05,0.0,0.19
388,11395,FIFA Soccer 2005,GBA,2004.0,Sports,Electronic Arts,0.06,0.02,0.0,0.08
389,9656,World Soccer Winning Eleven 2002,PS,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.01,0.13
390,4797,NBA 2K10,PS2,2009.0,Sports,Take-Two Interactive,0.33,0.01,0.05,0.4
391,4429,Spawn: Armageddon,PS2,2003.0,Action,Electronic Arts,0.22,0.17,0.06,0.44
392,10512,Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.01,0.1
393,12757,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010.0,Adventure,O-Games,0.02,0.03,0.01,0.06
394,1277,New Play Control! Mario Power Tennis,Wii,2009.0,Sports,Nintendo,0.37,0.69,0.14,1.48
395,12953,Growlanser: Heritage of War (jp sales),PS2,2006.0,Role-Playing,Rising Star Games,0.0,0.0,0.0,0.05
396,1471,Skylanders SWAP Force,X360,2013.0,Platform,Activision,0.86,0.36,0.11,1.33
397,5278,SpongeBob's Boating Bash,Wii,2010.0,Misc,THQ,0.25,0.07,0.03,0.35
398,8853,Top Gun: Combat Zones,GC,2002.0,Simulation,Titus,0.12,0.03,0.0,0.15
399,14248,PowerSlave,PS,1996.0,Shooter,BMG Interactive Entertainment,0.02,0.01,0.0,0.03
400,3956,Alice: Madness Returns,X360,2011.0,Adventure,Electronic Arts,0.27,0.15,0.04,0.5
401,4929,SSX 3,XB,2003.0,Sports,Electronic Arts,0.29,0.08,0.01,0.39
402,9074,MTV Music Generator 3: This Is the Remix,PS2,2004.0,Misc,Codemasters,0.07,0.05,0.02,0.14
403,3270,WWE SmackDown vs. Raw 2010,PSP,2009.0,Fighting,THQ,0.25,0.23,0.14,0.62
404,3584,Wolfenstein,X360,2009.0,Shooter,Activision,0.28,0.22,0.06,0.56
405,7965,R-Type Final,PS2,2003.0,Shooter,Metro 3D,0.09,0.07,0.02,0.19
406,11062,Beowulf: The Game,PSP,2007.0,Action,Ubisoft,0.08,0.0,0.01,0.09
407,11368,Forbidden Siren 2,PS2,2006.0,Action,Sony Computer Entertainment,0.0,0.0,0.0,0.08
408,6764,Turning Point: Fall of Liberty,PS3,2008.0,Shooter,Codemasters,0.21,0.01,0.02,0.25
409,13258,Boing! Docomodake DS,DS,2007.0,Puzzle,Ignition Entertainment,0.04,0.0,0.0,0.05
410,15685,Kabushiki Baibai Trainer: Kabutore! Next,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.0,0.02
411,11871,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.0,0.07
412,15736,DJ Star,DS,2009.0,Misc,Deep Silver,0.01,0.0,0.0,0.02
413,6702,Caesars Palace II,PS,1998.0,Misc,Interplay,0.14,0.09,0.02,0.25
414,13075,Bakemonogatari Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.0,0.05
415,16347,Cities: Skylines Snowfall,PC,2016.0,Simulation,Paradox Development,0.0,0.01,0.0,0.01
416,9110,Risen,PC,2009.0,Role-Playing,Deep Silver,0.0,0.11,0.03,0.14
417,116,Uncharted 3: Drake's Deception,PS3,2011.0,Action,Sony Computer Entertainment,2.77,2.8,1.06,6.83
418,5312,Need for Speed Carbon,GC,2006.0,Racing,Electronic Arts,0.27,0.07,0.01,0.35
419,3202,Iron Man,PSP,2008.0,Action,Sega,0.46,0.09,0.09,0.63
420,15333,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008.0,Fighting,Marvelous Interactive,0.0,0.0,0.0,0.02
421,16330,Inversion,PC,,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.01
422,5189,Spider-Man: Shattered Dimensions,X360,2010.0,Action,Activision,0.24,0.09,0.03,0.36
423,16323,Tringo,GBA,2006.0,Puzzle,Liquid Games,0.01,0.0,0.0,0.01
424,13950,Big Mutha Truckers,GBA,2005.0,Racing,Zoo Digital Publishing,0.03,0.01,0.0,0.04
425,16358,Icewind Dale II,PC,2002.0,Role-Playing,Interplay,0.0,0.01,0.0,0.01
426,15760,Hurry Up Hedgehog!,DS,2009.0,Racing,O-Games,0.02,0.0,0.0,0.02
427,93,Star Wars Battlefront (2015),PS4,2015.0,Shooter,Electronic Arts,2.93,3.29,1.23,7.67
428,15747,Cross + Channel,PSP,2010.0,Adventure,CyberFront,0.0,0.0,0.0,0.02
429,4116,All-Star Baseball 99,N64,1998.0,Sports,Acclaim Entertainment,0.44,0.04,0.0,0.48
430,5777,Madagascar,DS,2005.0,Platform,Activision,0.25,0.04,0.03,0.31
431,7474,The Naked Brothers Band: The Video Game,Wii,2008.0,Misc,THQ,0.19,0.0,0.01,0.21
432,11166,Bionicle,GBA,2003.0,Action,THQ,0.06,0.02,0.0,0.09
433,1536,Guitar Hero: Aerosmith,Wii,2008.0,Misc,Activision,1.04,0.14,0.1,1.29
434,4666,Pirates of the Caribbean: At World's End,PS2,2007.0,Action,Disney Interactive Studios,0.2,0.16,0.05,0.42
435,796,NBA 2K11,X360,2010.0,Action,Take-Two Interactive,1.84,0.12,0.13,2.09
436,15416,Gakuen K: Wonderful School Days,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.0,0.02
437,13979,Super Hero Generation,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,0.04
438,5485,Tak 2: The Staff of Dreams,GC,2004.0,Platform,THQ,0.26,0.07,0.01,0.33
439,8608,Scripps Spelling Bee,DS,2010.0,Simulation,THQ,0.15,0.0,0.01,0.16
440,15254,Painkiller,PC,2004.0,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.02
441,5229,Worms: Open Warfare 2,DS,2007.0,Strategy,THQ,0.07,0.25,0.04,0.36
442,7842,Darkstalkers 3,PS,1998.0,Fighting,Capcom,0.11,0.07,0.01,0.19
443,11434,DanceDanceRevolution,X360,2011.0,Simulation,Konami Digital Entertainment,0.08,0.0,0.01,0.08
444,15779,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007.0,Misc,Gakken,0.0,0.0,0.0,0.02
445,2883,Power Rangers: Dino Thunder,PS2,2004.0,Action,THQ,0.35,0.27,0.09,0.71
446,13869,Paddington: Adventures in London,3DS,2015.0,Puzzle,Koch Media,0.0,0.04,0.0,0.04
447,9086,Hero's Saga Laevatein Tactics,DS,2008.0,Role-Playing,GungHo,0.13,0.0,0.01,0.14
448,6466,NPPL: Championship Paintball 2009,PS2,2008.0,Shooter,Activision Value,0.13,0.1,0.03,0.26
449,6335,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004.0,Role-Playing,Square Enix,0.13,0.1,0.03,0.27
450,14937,Vampire Mansion: Linda Hyde,DS,2011.0,Adventure,Unknown,0.0,0.02,0.0,0.02
451,5228,Just Dance 2016,X360,2015.0,Misc,Ubisoft,0.23,0.1,0.03,0.36
452,2651,Need for Speed: ProStreet,PSP,2008.0,Racing,Electronic Arts,0.24,0.33,0.2,0.78
453,2938,MLB 08: The Show,PS3,2008.0,Sports,Sony Computer Entertainment,0.64,0.0,0.05,0.7
454,4331,Dead or Alive: Dimensions,3DS,2011.0,Fighting,Ubisoft Annecy,0.13,0.21,0.03,0.45
455,5130,Custom Robo,GC,2004.0,Role-Playing,Nintendo,0.29,0.07,0.01,0.37
456,2895,South Park,PS,1998.0,Shooter,Acclaim Entertainment,0.39,0.27,0.05,0.71
457,5156,Mini-Yonku GB: Let's & Go!!,GB,1997.0,Strategy,ASCII Entertainment,0.0,0.0,0.0,0.37
458,3987,Bases Loaded '96: Double Header,PS,1995.0,Sports,Jaleco,0.28,0.19,0.03,0.5
459,15790,LEGO Star Wars: The Video Game,PC,2005.0,Action,Eidos Interactive,0.0,0.01,0.0,0.02
460,7401,The Fairly OddParents: Breakin' Da Rules,GC,2003.0,Platform,THQ,0.16,0.04,0.01,0.21
461,1453,SaGa Frontier,PS,1997.0,Role-Playing,SquareSoft,0.15,0.04,0.09,1.35
462,16307,Moto Racer Advance,GBA,2002.0,Racing,Ubisoft,0.01,0.0,0.0,0.01
463,12918,New Prince of Tennis: Go to the Top,3DS,2015.0,Action,FuRyu,0.0,0.0,0.0,0.05
464,15118,Brandish: The Dark Revenant,PSP,2009.0,Role-Playing,Falcom Corporation,0.0,0.0,0.0,0.02
465,13413,Arslan: The Warriors of Legend,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.0,0.05
466,15986,Dragon Zakura DS,DS,2007.0,Misc,Electronic Arts,0.0,0.0,0.0,0.01
467,13674,B.L.U.E.: Legend of Water,PS,,Adventure,,0.0,0.0,0.0,0.04
468,5639,Rally Cross,PS,1997.0,Racing,Sony Computer Entertainment,0.18,0.12,0.02,0.32
469,11121,Sniper Elite,XB,2005.0,Shooter,Ubisoft,0.07,0.02,0.0,0.09
470,9096,Hitman: Blood Money,XB,2006.0,Action,Eidos Interactive,0.11,0.03,0.01,0.14
471,11723,Scooby-Doo! Unmasked,XB,2005.0,Platform,THQ,0.06,0.02,0.0,0.08
472,6545,The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,0.05,0.15,0.06,0.26
473,11333,Get Fit with Mel B,X360,,Sports,Black Bean Games,0.0,0.07,0.01,0.08
474,11556,Boxing Fever,GBA,2001.0,Sports,THQ,0.06,0.02,0.0,0.08
475,3843,NBA Live 09,PS3,2008.0,Sports,Electronic Arts,0.46,0.0,0.04,0.52
476,10154,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.0,0.11
477,16079,Fab 5 Soccer,DS,2008.0,Sports,Destineer,0.01,0.0,0.0,0.01
478,2864,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015.0,Action,Square Enix,0.16,0.13,0.06,0.71
479,13105,LEGO The Hobbit,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.01,0.05
480,9481,Sin and Punishment,N64,2000.0,Shooter,Nintendo,0.0,0.0,0.0,0.13
481,16165,Tiger Woods PGA Tour 2005,PC,2004.0,Sports,Electronic Arts,0.0,0.01,0.0,0.01
482,8004,Pure Futbol,X360,2010.0,Sports,Ubisoft,0.08,0.09,0.02,0.18
483,14339,Dragon's Dogma Online,PS3,2015.0,Role-Playing,Capcom,0.0,0.0,0.0,0.03
484,6090,Romance of the Three Kingdoms III: Dragon of Destiny,SNES,1992.0,Strategy,Tecmo Koei,0.0,0.0,0.0,0.29
485,10056,Growlanser Generations,PS2,2003.0,Role-Playing,Atlus,0.06,0.04,0.01,0.11
486,1680,SolarStriker,GB,1989.0,Shooter,Nintendo,0.4,0.39,0.04,1.2
487,13305,Color Cross,DS,2008.0,Misc,Rising Star Games,0.04,0.0,0.0,0.05
488,5367,Tenchu Z,X360,2006.0,Action,Microsoft Game Studios,0.27,0.02,0.03,0.34
489,8366,Catwoman,PS2,2004.0,Action,Electronic Arts,0.08,0.06,0.02,0.17
490,14961,Kami Naru Kimi to,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.0,0.02
491,3906,"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005.0,Misc,THQ,0.37,0.14,0.01,0.51
492,15416,Gakuen K: Wonderful School Days,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.0,0.02
493,4999,Get Fit with Mel B,PS3,2010.0,Sports,Black Bean Games,0.15,0.17,0.07,0.38
494,4232,Destroy All Humans!,XB,2005.0,Shooter,THQ,0.34,0.11,0.02,0.46
495,14009,Napoleon Dynamite: The Game,PSP,2007.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.04
496,8527,Dancing With The Stars,PS2,2007.0,Misc,Activision,0.08,0.06,0.02,0.16
497,9421,Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.13
498,9763,Megamind: Ultimate Showdown,X360,2010.0,Action,THQ,0.07,0.04,0.01,0.12
499,12347,Sherlock Holmes: Crimes & Punishments,X360,2014.0,Adventure,Focus Home Interactive,0.03,0.03,0.01,0.06
500,10502,Top Gun: Combat Zones,GBA,2004.0,Simulation,Mastiff,0.07,0.03,0.0,0.1
501,5991,FlatOut: Head On,PSP,2008.0,Racing,Empire Interactive,0.13,0.11,0.06,0.29
502,12752,Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.01,0.06
503,1260,Madden NFL 2001,PS2,2000.0,Sports,Electronic Arts,1.19,0.07,0.2,1.5
504,560,Skate 3,X360,2010.0,Sports,Electronic Arts,1.46,0.98,0.24,2.68
505,12329,Order Up!!,PS3,2011.0,Action,Funbox Media,0.04,0.01,0.01,0.06
506,11001,Cake Mania: Main Street,DS,2011.0,Simulation,Majesco Entertainment,0.09,0.0,0.01,0.09
507,8023,Siren,PS2,2003.0,Adventure,Sony Computer Entertainment,0.09,0.07,0.02,0.18
508,5867,Looney Tunes: Duck Amuck,DS,2007.0,Action,Warner Bros. Interactive Entertainment,0.28,0.0,0.02,0.3
509,539,inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,1.27,0.97,0.47,2.78
510,11915,Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007.0,Racing,Black Bean Games,0.03,0.03,0.01,0.07
511,12203,Monster Tale,DS,2011.0,Platform,Majesco Entertainment,0.06,0.0,0.0,0.07
512,12776,ESPN International Winter Sports 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.03,0.02,0.01,0.06
513,8188,Star Wars: Battlefront II,PC,2005.0,Shooter,LucasArts,0.02,0.13,0.03,0.18
514,12158,Pipe Mania,PSP,2008.0,Puzzle,Empire Interactive,0.06,0.0,0.01,0.07
515,13153,Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,0.0,0.04,0.01,0.05
516,7500,The King of Fighters '95,NG,1995.0,Fighting,SNK,0.0,0.0,0.0,0.2
517,11947,Loons: The Fight For Fame,XB,2002.0,Action,Atari,0.05,0.02,0.0,0.07
518,8617,Rondo of Swords (US sales),DS,2007.0,Role-Playing,Success,0.16,0.0,0.0,0.16
519,1243,Madden NFL 15,XOne,2014.0,Sports,Electronic Arts,1.3,0.09,0.12,1.51
520,15878,Turbo: Super Stunt Squad,3DS,2013.0,Sports,D3Publisher,0.0,0.01,0.0,0.02
521,3530,Naruto: Ultimate Ninja 2,PS2,2004.0,Fighting,Namco Bandai Games,0.47,0.02,0.08,0.57
522,13733,MLB 2K12 / NBA 2K12 Combo Pack,X360,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.04
523,11712,Pinball Hall of Fame: The Gottlieb Collection,XB,2004.0,Misc,Crave Entertainment,0.06,0.02,0.0,0.08
524,2210,MVP Baseball 2005,XB,2005.0,Sports,Electronic Arts,0.7,0.2,0.03,0.94
525,15209,The Lord of the Rings: The Battle for Middle-Earth II,PC,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.02
526,7782,Space Invaders Extreme 2,DS,2009.0,Shooter,Square Enix,0.17,0.01,0.01,0.19
527,12198,SBK 2011: FIM Superbike World Championship,X360,2011.0,Racing,Black Bean Games,0.0,0.06,0.01,0.07
528,12535,Pheasants Forever Wingshooter,Wii,2010.0,Shooter,Unknown,0.03,0.02,0.0,0.06
529,2131,de Blob,Wii,2008.0,Platform,THQ,0.5,0.37,0.1,0.97
530,4899,Naruto: Clash of Ninja Revolution 2,Wii,2008.0,Fighting,Tomy Corporation,0.34,0.02,0.03,0.39
531,15983,Turok,PC,2008.0,Action,Touchstone,0.0,0.01,0.0,0.01
532,7849,2002 FIFA World Cup,XB,2002.0,Sports,Electronic Arts,0.14,0.04,0.01,0.19
533,15111,Ookami to Koushinryou: Omiowataru Kaze,DS,2009.0,Adventure,ASCII Media Works,0.0,0.0,0.0,0.02
534,12172,X-Men: The Official Game,GBA,2006.0,Action,Activision,0.05,0.02,0.0,0.07
535,15098,Kawasaki Jet Ski,Wii,2008.0,Racing,Metro 3D,0.02,0.0,0.0,0.02
536,9151,Scene It? Bright Lights! Big Screen!,Wii,2009.0,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.01,0.14
537,14107,Alienators: Evolution Continues,GBA,2001.0,Action,Activision,0.03,0.01,0.0,0.03
538,10284,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004.0,Platform,Electronic Arts,0.08,0.02,0.0,0.11
539,13857,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001.0,Adventure,Infogrames,0.02,0.01,0.0,0.04
540,9787,Cel Damage,XB,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.12
541,1290,Mario Golf,N64,1999.0,Action,Nintendo,0.62,0.18,0.02,1.47
542,12814,Amazing Island,GC,2004.0,Strategy,Sega,0.04,0.01,0.0,0.06
543,2722,Dark Souls II,X360,2014.0,Role-Playing,Namco Bandai Games,0.48,0.2,0.06,0.76
544,13701,Gitaroo Man Lives!,PSP,2006.0,Misc,Tecmo Koei,0.03,0.0,0.0,0.04
545,10844,Raven Squad: Operation Hidden Dagger,X360,2009.0,Shooter,Evolved Games,0.08,0.01,0.01,0.09
546,9127,Project V6,PS,1998.0,Strategy,General Entertainment,0.0,0.0,0.01,0.14
547,4378,Hot Wheels: Stunt Track Challenge,GBA,2004.0,Racing,THQ,0.32,0.12,0.01,0.45
548,5776,Jampack Volume 12,PS2,2005.0,Misc,Sony Computer Entertainment,0.15,0.12,0.04,0.31
549,662,Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,1.0,0.76,0.36,2.38
550,7811,IHRA Professional Drag Racing 2005,PS2,2004.0,Racing,Bethesda Softworks,0.09,0.07,0.02,0.19
551,2032,Shrek 2,GC,2004.0,Platform,Activision,0.73,0.26,0.03,1.02
552,9577,Spartan: Total Warrior,XB,2005.0,Action,Sega,0.1,0.03,0.0,0.13
